Tutorial Group,Assigned Team,Student ID,Name,School,Gender,CGPA
G-39,Team 9,2497,Sofia Turner,SBS,Female,4.04
G-39,Team 10,4100,Ananya Sinha,MAE,Female,4.02
G-39,Team 10,4114,Mia Thompson,CoB (NBS),Female,4.14
G-39,Team 10,5321,Noor Fatima,CCDS,Female,4.04
G-39,Team 10,5789,Savannah Scott,SoH,Female,4.03
G-4,Team 1,2341,Elan Shah,CoE,Male,3.85
G-4,Team 1,1101,Nozomi Takahashi,CoB (NBS),Female,4.26
G-4,Team 1,2802,Nina Baker,ADM,Female,4.12
G-4,Team 1,4605,Derek Yang,CCEB,Male,4.1
G-4,Team 1,2107,Cathy Ng,MAE,Female,4.08
G-4,Team 2,3600,Ming Li Tan,CCEB,Female,3.85
G-4,Team 2,3949,Pooja Verma,MAE,Female,4.22
G-4,Team 2,2727,Kieran Ross,SoH,Male,4.18
G-4,Team 2,5450,Emilio Garcia,CoE,Male,4.03
G-4,Team 2,3236,Xiu Fen,CCDS,Female,4.11
G-4,Team 3,1734,Dmitry Orlov,CCDS,Male,3.9
G-4,Team 3,1930,Gracie Scott,EEE,Female,4.22
G-4,Team 3,4163,Esther Lee,CoB (NBS),Female,4.12
G-4,Team 3,4944,William Harris,SoH,Male,4.12
G-4,Team 3,3831,Molly Chen,SSS,Female,4.03
G-4,Team 4,5625,Nora Pineda,MAE,Female,3.92
G-4,Team 4,1830,Fiona Yeo,WKW SCI,Female,4.21
G-4,Team 4,1302,Zachary Nelson,SoH,Male,4.12
G-4,Team 4,3155,Luca Wu,EEE,Male,4.02
G-4,Team 4,1899,Charlotte Tsai,SBS,Female,4.14
G-4,Team 5,3371,Dapeng,CCEB,Female,3.95
G-4,Team 5,5413,Nurul Hafiza,LKCMedicine,Female,4.2
G-4,Team 5,2985,Elias Carter,CCDS,Male,4.14
G-4,Team 5,842,Santiago De Leon,SSS,Male,4.01
G-4,Team 5,345,Hana Tan,CoE,Female,4.09
G-4,Team 6,67,Laura Tan,CCEB,Female,3.95
G-4,Team 6,1162,Eryan,CoB (NBS),Female,4.2
G-4,Team 6,791,Arvind Rao,CEE,Male,4.15
G-4,Team 6,3073,Charles Robinson,WKW SCI,Male,4.0
G-4,Team 6,3674,Xiaoping,CCDS,Female,4.1
G-4,Team 7,3159,Rongwei,SSS,Female,3.95
G-4,Team 7,1184,Aaliyah Morgan,MSE,Female,4.2
G-4,Team 7,5401,David Hughes,EEE,Male,4.15
G-4,Team 7,1619,Aiden Turner,CoB (NBS),Male,4.0
G-4,Team 7,5568,Sophie Fox,LKCMedicine,Female,4.08
G-4,Team 8,865,Meera Bansal,CoB (NBS),Female,3.97
G-4,Team 8,4046,Kiran Patel,CCEB,Male,4.17
G-4,Team 8,3498,Lina Tan,MAE,Female,4.11
G-4,Team 8,3431,Dylan Ward,CCEB,Male,4.15
G-4,Team 8,4671,Juliati Wibowo,EEE,Female,4.0
G-4,Team 9,2391,Sanya Mehta,EEE,Female,4.02
G-4,Team 9,4700,Ruby Kwan,SBS,Female,4.16
G-4,Team 9,3925,Sophia Mitchell,CoB (NBS),Female,4.07
G-4,Team 9,3500,Sania Bukhari,ASE,Female,4.04
G-4,Team 10,1535,Sofia Khan,CoB (NBS),Female,4.02
G-4,Team 10,430,Lan Huang,EEE,Female,4.05
G-4,Team 10,1991,Emily Tan,CCDS,Female,4.03
G-4,Team 10,5644,Fatimah Abdullah,CoB (NBS),Female,4.15
G-40,Team 1,108,Jia Zhang,ADM,Female,3.9
G-40,Team 1,618,Yun Ling Ng,MAE,Male,4.52
G-40,Team 1,222,Wani Binti Amin,CEE,Female,3.9
G-40,Team 1,3115,Ryan Lewis,EEE,Male,4.1
G-40,Team 1,4282,Yasmin Binti Aziz,SBS,Female,4.1
G-40,Team 2,208,Zhao Yu Tan,CEE,Male,3.9
G-40,Team 2,2296,Tam Nguyen,MAE,Female,4.52
G-40,Team 2,3390,Fedor Baranov,CoE,Male,3.91
G-40,Team 2,480,Ava Martinez,CCDS,Female,4.08
G-40,Team 2,4713,Maya Mohd,CCEB,Female,4.11
G-40,Team 3,2577,Felicia Tan,CEE,Female,3.92
G-40,Team 3,4810,Lola Li,SSS,Female,4.52
G-40,Team 3,3394,Jacob Parker,SoH,Male,4.01
G-40,Team 3,4482,Karim Khan,MAE,Male,4.01
G-40,Team 3,2083,Isaac Tan,WKW SCI,Male,4.05
G-40,Team 4,109,Willow Chan,CoE,Female,3.93
G-40,Team 4,449,Tari Hapsari,CoB (NBS),Female,4.25
G-40,Team 4,1368,Isaac Hall,CEE,Male,4.13
G-40,Team 4,2486,Finn Roberts,SoH,Male,4.12
G-40,Team 4,5632,Daria Tan,EEE,Female,4.09
G-40,Team 5,5693,Sierra Murphy,EEE,Female,3.94
G-40,Team 5,3087,Rizal Ramadhan,SoH,Male,4.25
G-40,Team 5,4101,Saira Malik,CCDS,Female,4.12
G-40,Team 5,1988,Tam Vo,CEE,Male,4.12
G-40,Team 5,5241,Duy Pham,CoE,Female,4.06
G-40,Team 6,1736,Aiyun,CoB (NBS),Female,4.0
G-40,Team 6,3534,Elijah Turner,CoB (NBS),Male,4.25
G-40,Team 6,5921,Hudson Walker,CCDS,Male,4.07
G-40,Team 6,3172,Akiko Suzuki,SoH,Female,4.14
G-40,Team 6,1360,Claudia Kim,SBS,Female,4.04
G-40,Team 7,2046,Emily Wu,CoE,Female,4.02
G-40,Team 7,5874,Dinesh Rao,CCDS,Male,4.2
G-40,Team 7,1105,Zora Villanueva,CoB (NBS),Female,4.11
G-40,Team 7,5870,Xavier Hall,SoH,Male,4.12
G-40,Team 7,3146,Hua Mei,NIE,Female,4.04
G-40,Team 8,2943,Indira Das,CoB (NBS),Female,4.02
G-40,Team 8,2789,Yuri Chekhov,EEE,Male,4.19
G-40,Team 8,1595,Maya Chan,SPMS,Female,4.14
G-40,Team 8,2992,Chandan Sharma,CCEB,Male,4.03
G-40,Team 8,5745,Mukesh Kumar,MAE,Male,4.14
G-40,Team 9,2478,Stella Li,CCDS,Female,4.02
G-40,Team 9,3270,Elliot Bautista,SSS,Male,4.17
G-40,Team 9,1089,Harrison Mendoza,MAE,Male,4.15
G-40,Team 9,1233,Saira Bukhari,CEE,Female,4.04
G-40,Team 9,155,Yogi Setiawan,ASE,Male,4.15
G-40,Team 10,5174,Zara Adams,MAE,Female,4.02
G-40,Team 10,5390,Elena Tan,SSS,Female,4.17
G-40,Team 10,3691,Tian Zhang,CCDS,Male,4.14
G-40,Team 10,3348,Aiko Yoshikawa,CoB (NBS),Female,4.17
G-41,Team 1,1363,Xing Chen,MAE,Female,3.85
G-41,Team 1,371,Samantha Murphy,SPMS,Female,4.26
G-41,Team 1,5873,Mason Garcia,CoE,Male,4.17
G-41,Team 1,3962,Siddharth Rao,CCDS,Male,4.1
G-41,Team 1,2886,Elena Fedorova,SBS,Female,4.1
G-41,Team 2,4979,Owen Tan,CoB (NBS),Male,3.88
G-41,Team 2,543,Hana Kim,CCDS,Female,4.26
G-41,Team 2,3005,Jenna Lim,MAE,Female,4.15
G-41,Team 2,5877,Adeel Ahmed,CEE,Male,4.08
G-41,Team 2,1429,Isha Rai,EEE,Female,4.11
G-41,Team 3,3565,Riley Campbell,CoB (NBS),Female,3.89
G-41,Team 3,1867,Vikram Nair,MAE,Male,4.25
G-41,Team 3,2038,Tariq Bin Ali,ADM,Male,4.15
G-41,Team 3,4807,Yuna Lee,SoH,Female,4.1
G-41,Team 3,1794,Xia Yan,CEE,Female,4.11
G-41,Team 4,3802,Shahid Waseem,CoE,Male,3.89
G-41,Team 4,4545,Feng Gao,CCDS,Male,4.25
G-41,Team 4,1995,Jaya Kapoor,CoB (NBS),Female,4.15
G-41,Team 4,3010,Ananya Verma,EEE,Female,4.12
G-41,Team 4,278,Aarav Singh,MAE,Male,4.09
G-41,Team 5,4242,Victor Leonov,SoH,Male,3.91
G-41,Team 5,2751,Desmond Tan,SBS,Male,4.21
G-41,Team 5,4848,Areeba Ahmad,CoB (NBS),Female,4.17
G-41,Team 5,2919,Anushka Singh,SSS,Female,4.05
G-41,Team 5,5716,Leo Flores,ASE,Male,4.14
G-41,Team 6,1214,Riley Brown,EEE,Male,3.94
G-41,Team 6,1604,Ryoji Yamamoto,EEE,Male,4.2
G-41,Team 6,5771,Priya Mehta,SBS,Female,4.14
G-41,Team 6,3022,Rebecca Tan,MAE,Female,4.16
G-41,Team 6,3107,Caleb Lee,CCDS,Male,4.04
G-41,Team 7,2627,Lana Wang,EEE,Female,3.95
G-41,Team 7,3660,Nikhil Joshi,CoB (NBS),Male,4.2
G-41,Team 7,1954,Vinay Nair,CEE,Male,4.15
G-41,Team 7,4885,Leah Wang,MAE,Female,4.03
G-41,Team 7,318,Samia Bukhari,LKCMedicine,Female,4.17
G-41,Team 8,4685,Phoebe Wang,CCDS,Female,3.95
G-41,Team 8,870,Khairul Bin Jamil,CCEB,Male,4.2
G-41,Team 8,3065,Daniel Alonzo,CoB (NBS),Male,4.14
G-41,Team 8,2823,Riley Yang,LKCMedicine,Female,4.03
G-41,Team 8,5112,Lily Roberts,MSE,Female,4.19
G-41,Team 9,970,Celeste Ong,CEE,Female,4.0
G-41,Team 9,147,Hilda Andayani,CoB (NBS),Female,4.2
G-41,Team 9,3487,Min-Seok Lee,CCEB,Male,4.12
G-41,Team 9,5107,Jayden Richardson,SPMS,Male,4.04
G-41,Team 9,499,Samuel Lin,CCDS,Male,4.12
G-41,Team 10,313,Lina Zhao,SPMS,Female,4.0
G-41,Team 10,1249,Rishabh Sharma,EEE,Male,4.19
G-41,Team 10,622,Ling Yu,CEE,Female,4.19
G-41,Team 10,1209,Farah Ali,CCDS,Female,4.01
G-42,Team 1,5180,Lina Agustina,EEE,Female,3.85
G-42,Team 1,1312,Sophia Brown,CoB (NBS),Female,4.52
G-42,Team 1,5270,Darren Lee,MSE,Male,3.93
G-42,Team 1,4204,Koa Wu,ADM,Male,4.07
G-42,Team 1,1011,Dinesh Patil,SPMS,Male,4.11
G-42,Team 2,2982,Brenda Yip,SoH,Female,3.88
G-42,Team 2,2626,Ian Alonzo,SSS,Male,4.52
G-42,Team 2,1691,Ling Hua,CCEB,Female,3.89
G-42,Team 2,4785,Ryan Yang,CoB (NBS),Male,4.09
G-42,Team 2,5154,Ava Miller,MSE,Female,4.09
G-42,Team 3,4884,Sanya Sharma,EEE,Female,3.88
G-42,Team 3,1870,Anushka Reddy,EEE,Female,4.52
G-42,Team 3,4418,Kevin Patel,CCDS,Male,3.9
G-42,Team 3,3482,Kiran Sethi,SoH,Male,4.11
G-42,Team 3,2836,Rina Iyer,NIE,Female,4.08
G-42,Team 4,5316,Suresh Iyer,MAE,Male,3.88
G-42,Team 4,5172,Jasmine Putri,EEE,Female,4.3
G-42,Team 4,3936,Nisha Reddy,SPMS,Female,4.12
G-42,Team 4,1640,Gavin White,MSE,Male,4.06
G-42,Team 4,5438,Mikayla Lin,CCDS,Female,4.15
G-42,Team 5,3131,Mackenzie Dela Cruz,SSS,Female,3.93
G-42,Team 5,1606,Sonali Singh,SSS,Female,4.27
G-42,Team 5,5333,Dallas Liu,CCEB,Male,4.03
G-42,Team 5,1588,Haruki Fujii,EEE,Male,4.18
G-42,Team 5,282,Tanvi Desai,MSE,Female,4.04
G-42,Team 6,2482,Jacob Young,CCDS,Male,3.95
G-42,Team 6,782,Lola Lin,LKCMedicine,Female,4.23
G-42,Team 6,5739,Riya Patil,EEE,Female,4.14
G-42,Team 6,1421,Ali Salam,MAE,Male,4.02
G-42,Team 6,2808,Nina Morales,CCEB,Female,4.15
G-42,Team 7,2237,Obi Prabowo,CoE,Male,4.0
G-42,Team 7,1016,James Martinez,CoE,Male,4.22
G-42,Team 7,1400,Chloe Young,SSS,Female,4.03
G-42,Team 7,4117,Hina Ahmad,CCDS,Female,4.17
G-42,Team 7,3679,Grace King,EEE,Female,4.03
G-42,Team 8,3639,Sonia Mehta,CCDS,Female,4.0
G-42,Team 8,2005,Jin-Ho Park,CoB (NBS),Male,4.2
G-42,Team 8,1925,Ivy Lim,EEE,Female,4.03
G-42,Team 8,5592,Tristan King,SPMS,Male,4.19
G-42,Team 8,1758,Laila Khan,SSS,Female,4.03
G-42,Team 9,587,Colton Zhao,CCDS,Male,4.01
G-42,Team 9,4050,Heng Yi Lim,CCDS,Male,4.2
G-42,Team 9,5053,Mai Ngo,SBS,Female,4.01
G-42,Team 9,1476,Holly Morales,EEE,Female,4.19
G-42,Team 9,3641,Victor Parker,MAE,Male,4.02
G-42,Team 10,4306,Sienna Martinez,SoH,Female,4.01
G-42,Team 10,376,Dante Hughes,ADM,Male,4.2
G-42,Team 10,1745,Nai Li,CCDS,Male,4.19
G-42,Team 10,3857,Cheng Yu,CCDS,Male,4.2
G-43,Team 1,5784,Chandra Menon,SoH,Male,3.89
G-43,Team 1,4138,Kanghao,CoB (NBS),Female,4.25
G-43,Team 1,5476,Grace Campbell,CCDS,Female,4.1
G-43,Team 1,5969,Ke Wang,CoE,Male,4.08
G-43,Team 1,3244,Evan Lewis,CCEB,Male,4.09
G-43,Team 2,3358,Isaac Green,ASE,Male,3.9
G-43,Team 2,5374,Deepak Kumar,CoE,Male,4.22
G-43,Team 2,2835,Gita Menon,NIE,Female,4.12
G-43,Team 2,3095,Pooja Bansal,CoB (NBS),Female,4.09
G-43,Team 2,1961,Lana Wong,CCDS,Female,4.06
G-43,Team 3,2960,Kade Young,SoH,Male,3.92
G-43,Team 3,2936,David Wright,CCDS,Male,4.22
G-43,Team 3,5812,Min Zhu,EEE,Female,4.1
G-43,Team 3,105,Aditi Singh,MSE,Female,4.11
G-43,Team 3,5990,Kiran Tan,CEE,Female,4.05
G-43,Team 4,573,Hao Zhi Lim,SoH,Male,4.0
G-43,Team 4,3110,Nugroho Setyawan,MAE,Male,4.2
G-43,Team 4,5114,Amber Tan,NIE,Female,4.04
G-43,Team 4,1217,Xia Yu,CCDS,Female,4.1
G-43,Team 4,2106,Jaxon Martin,CoB (NBS),Male,4.06
G-43,Team 5,3173,Koh Wei,CCEB,Male,4.0
G-43,Team 5,3385,Hui Mei,SSS,Female,4.2
G-43,Team 5,133,Zhi Qi Tan,CCDS,Male,4.05
G-43,Team 5,3461,Kayla Rivera,MSE,Female,4.11
G-43,Team 5,5780,Jin Xiu,SPMS,Male,4.03
G-43,Team 6,1764,Ruiqi,MAE,Female,4.0
G-43,Team 6,1981,Ada Tan,CoB (NBS),Female,4.2
G-43,Team 6,1278,Liam Patel,CCDS,Male,4.03
G-43,Team 6,4593,Ben Wong,CoE,Male,4.09
G-43,Team 6,5518,Gavin Ramirez,CCEB,Male,4.09
G-43,Team 7,903,Kiran Gupta,SPMS,Male,4.01
G-43,Team 7,4271,Vincent King,ADM,Male,4.18
G-43,Team 7,667,Zara Latif,CCDS,Female,4.06
G-43,Team 7,5366,Kendra Zhao,EEE,Female,4.03
G-43,Team 7,5157,Isaiah Huang,CoE,Male,4.11
G-43,Team 8,933,Danish Malik,CEE,Male,4.02
G-43,Team 8,1737,Asim Hussain,SBS,Male,4.17
G-43,Team 8,2930,Khadija Waseem,EEE,Female,4.03
G-43,Team 8,4416,Sara Li,SPMS,Female,4.11
G-43,Team 8,3403,Takumi Nakamura,CoB (NBS),Male,4.08
G-43,Team 9,3833,Jackson Yip,LKCMedicine,Male,4.02
G-43,Team 9,2252,Yasmin Rahmadani,ADM,Female,4.15
G-43,Team 9,5011,Shiv Kumar,MAE,Male,4.03
G-43,Team 9,5978,Da Huang,MSE,Female,4.15
G-43,Team 9,2170,Rina Sharma,EEE,Female,4.02
G-43,Team 10,4824,Sophie Ong,CoB (NBS),Female,4.02
G-43,Team 10,4838,Nadeem Khan,CEE,Male,4.14
G-43,Team 10,1724,Ava Brown,MAE,Female,4.14
G-43,Team 10,767,Taro Watanabe,WKW SCI,Male,4.02
G-43,Team 10,4223,Hugo Cruz,CCDS,Male,4.14
G-44,Team 1,3824,Eli,MAE,Female,3.9
G-44,Team 1,2520,Aditi Joshi,MAE,Female,4.52
G-44,Team 1,3789,Asher Wu,EEE,Male,3.92
G-44,Team 1,3801,Rehan Khan,ASE,Male,4.08
G-44,Team 1,702,Jin Xiu,SBS,Female,4.11
G-44,Team 2,1548,Quincy Ong,SSS,Male,3.92
G-44,Team 2,306,Elijah Wilson,CoE,Male,4.23
G-44,Team 2,2477,Lillian Kelly,CoB (NBS),Female,4.15
G-44,Team 2,546,An Pham,SPMS,Female,4.12
G-44,Team 2,5422,Suresh Kumar,ADM,Male,4.1
G-44,Team 3,5709,Zeenat Awan,SBS,Female,3.93
G-44,Team 3,2247,Xia Li,SoH,Female,4.22
G-44,Team 3,503,Tae-Woo Lee,CoB (NBS),Male,4.16
G-44,Team 3,5715,Wyatt Campbell,SPMS,Male,4.12
G-44,Team 3,3860,Patricia Lim,EEE,Female,4.09
G-44,Team 4,1401,Kiran Lee,EEE,Female,3.95
G-44,Team 4,3312,Milo Zhao,EEE,Male,4.2
G-44,Team 4,2707,Nguyen Quoc Duy,SoH,Male,4.18
G-44,Team 4,4651,Aiko Fujimoto,CoB (NBS),Female,4.1
G-44,Team 4,1539,Xue Liu,WKW SCI,Female,4.08
G-44,Team 5,944,Nora Baker,CoB (NBS),Female,3.95
G-44,Team 5,4038,Chen Xiang,EEE,Male,4.2
G-44,Team 5,1816,Dorian Morales,CCDS,Male,4.15
G-44,Team 5,5472,Aria Smith,CCEB,Female,4.12
G-44,Team 5,1802,Gabriel Diaz,SoH,Male,4.12
G-44,Team 6,1337,Alina Iqbal,MAE,Female,4.0
G-44,Team 6,391,Ava Kim,SBS,Female,4.2
G-44,Team 6,1166,Zhihao Wang,LKCMedicine,Male,4.12
G-44,Team 6,1236,Isaac Koh,SoH,Male,4.15
G-44,Team 6,4372,Una Ningsih,ADM,Female,4.05
G-44,Team 7,2923,Sanjay Verma,ADM,Male,4.0
G-44,Team 7,140,Willa Howard,CCDS,Female,4.19
G-44,Team 7,5513,Elena Wong,EEE,Female,4.12
G-44,Team 7,4541,Christian Peterson,MAE,Male,4.14
G-44,Team 7,2036,Sadaf Iqbal,SBS,Female,4.05
G-44,Team 8,3745,Matthew Wu,EEE,Male,4.01
G-44,Team 8,1201,Valeria Ivanova,CoE,Female,4.19
G-44,Team 8,4634,Evelyn Lim,CoB (NBS),Female,4.12
G-44,Team 8,2525,Ming Zhao,MAE,Male,4.15
G-44,Team 8,4846,Isaiah Cooper,CCEB,Male,4.02
G-44,Team 9,3040,Rinawati Rahim,CCDS,Male,4.02
G-44,Team 9,2157,Mahesh Babu,EEE,Male,4.19
G-44,Team 9,4872,Zoe Adams,SBS,Female,4.14
G-44,Team 9,5818,Zara Yang,CCDS,Female,4.12
G-44,Team 9,1894,Taojie,MAE,Male,4.05
G-44,Team 10,3315,Ling Feng,CoE,Male,4.04
G-44,Team 10,5304,Anika Mehta,CCDS,Female,4.19
G-44,Team 10,4254,Oliver Lopez,EEE,Male,4.04
G-44,Team 10,1355,Rafael Mendoza,CoB (NBS),Male,4.15
G-45,Team 1,1458,Rachael Tan,SSS,Female,3.7
G-45,Team 1,5516,Gianna Kim,CCEB,Female,4.26
G-45,Team 1,5942,Lincoln Yang,SBS,Male,4.19
G-45,Team 1,5142,Ahmad Hassan,CCDS,Male,4.11
G-45,Team 1,5701,Charlotte Moore,ASE,Female,4.06
G-45,Team 2,1376,Alina Shah,CoB (NBS),Female,3.88
G-45,Team 2,599,Cahya Sari,MAE,Female,4.25
G-45,Team 2,2438,Ulysses Mitchell,WKW SCI,Male,4.06
G-45,Team 2,1051,Vince Wong,NIE,Male,4.07
G-45,Team 2,2995,Charlie Wong,LKCMedicine,Male,4.05
G-45,Team 3,4328,Nguyen Thi Kim,EEE,Female,3.88
G-45,Team 3,4168,Kavita Gupta,CoB (NBS),Female,4.22
G-45,Team 3,1699,Jesse Mendoza,ASE,Male,4.11
G-45,Team 3,2136,Erik Yudhi,SPMS,Male,4.05
G-45,Team 3,2747,Mara Dela Cruz,CCDS,Female,4.05
G-45,Team 4,4956,Rahul Khanna,CoB (NBS),Male,3.88
G-45,Team 4,4878,Nurul Huda,CCDS,Female,4.2
G-45,Team 4,2661,Aiden Tan,CEE,Male,4.12
G-45,Team 4,2684,Isabella Tan,SPMS,Female,4.05
G-45,Team 4,5837,Yun Cheng,EEE,Male,4.04
G-45,Team 5,948,Elliot Lim,SSS,Male,3.89
G-45,Team 5,2084,Bingqi,CCDS,Female,4.2
G-45,Team 5,566,Kou Suzuki,CoB (NBS),Male,4.1
G-45,Team 5,674,Leah Liu,MAE,Female,4.03
G-45,Team 5,3620,Hana Nishida,CCEB,Female,4.12
G-45,Team 6,1096,Neha Bhatia,SoH,Female,3.89
G-45,Team 6,1257,Winston Wong,SBS,Male,4.19
G-45,Team 6,4659,Anu Rao,MAE,Female,4.12
G-45,Team 6,2262,Wei Zhang,CCEB,Male,4.03
G-45,Team 6,421,Lacey Tsai,CoB (NBS),Female,4.09
G-45,Team 7,4071,Molly Pineda,SSS,Female,3.9
G-45,Team 7,2193,Charlotte Perez,SSS,Female,4.19
G-45,Team 7,950,Luka Brown,CoB (NBS),Male,4.12
G-45,Team 7,5215,Winston Santos,CCDS,Male,4.02
G-45,Team 7,4609,Saanvi Rao,SBS,Female,4.12
G-45,Team 8,4727,Kartik Subramanian,CCEB,Male,3.95
G-45,Team 8,2843,Abby Cooper,CoB (NBS),Female,4.18
G-45,Team 8,3496,Maya Lim,EEE,Female,4.03
G-45,Team 8,3817,Theo Campbell,MAE,Male,4.12
G-45,Team 8,5954,Beatrice Kwan,CCDS,Female,4.02
G-45,Team 9,64,Ava Carter,CCEB,Female,3.97
G-45,Team 9,4389,Sarah Taylor,LKCMedicine,Female,4.15
G-45,Team 9,4987,Tuan Le,SPMS,Male,4.01
G-45,Team 9,4178,Fikri Bin Ali,CoB (NBS),Male,4.15
G-45,Team 9,1766,Tu Le,EEE,Female,4.03
G-45,Team 10,1352,Sidharth Malhotra,SPMS,Male,4.0
G-45,Team 10,4745,Kang Wei Lim,CoB (NBS),Male,4.15
G-45,Team 10,908,Aliya Khan,EEE,Female,4.02
G-45,Team 10,1153,Coco Tan,CoB (NBS),Female,4.14
G-45,Team 10,1746,Ava Harris,CoB (NBS),Female,4.03
G-46,Team 1,2421,Pallavi Jain,MSE,Female,3.85
G-46,Team 1,5735,Nadia Binti Zain,LKCMedicine,Male,4.97
G-46,Team 1,834,Wyatt Johnson,CCEB,Male,3.85
G-46,Team 1,825,Leah Wong,CEE,Female,3.86
G-46,Team 1,1283,Sakshi Gupta,SSS,Female,3.87
G-46,Team 2,1868,Harrison Chen,SPMS,Male,3.88
G-46,Team 2,3199,Shreya Choudhury,EEE,Female,4.27
G-46,Team 2,1549,Mabel Tsai,SBS,Female,4.02
G-46,Team 2,3640,James Griffin,SoH,Male,4.06
G-46,Team 2,3911,Lila Hayes,ADM,Female,4.06
G-46,Team 3,4982,Ella Davis,CCDS,Female,3.89
G-46,Team 3,3564,Kiran Sharma,CEE,Male,4.22
G-46,Team 3,3250,Dmitry Grigoriev,EEE,Male,4.06
G-46,Team 3,1518,Penny Yip,MAE,Female,4.09
G-46,Team 3,3323,Tian Li,ADM,Male,4.03
G-46,Team 4,3279,Elizaveta Semyonova,CoB (NBS),Female,3.9
G-46,Team 4,4228,Quincy Turner,MAE,Male,4.21
G-46,Team 4,2290,Wyatt Ward,NIE,Male,4.07
G-46,Team 4,5437,Dina Binti Azhar,SBS,Female,4.1
G-46,Team 4,1594,Wenyi,CEE,Male,4.0
G-46,Team 5,5811,Isabella Wright,CoB (NBS),Female,3.9
G-46,Team 5,5087,Zeeshan Muneeb,CoB (NBS),Male,4.2
G-46,Team 5,3092,Beckett Lee,CCEB,Male,4.09
G-46,Team 5,1297,Sabrina Chen,MAE,Female,4.03
G-46,Team 5,2174,Owais Javed,CCDS,Male,4.05
G-46,Team 6,307,Josh Tan,SSS,Male,3.9
G-46,Team 6,4702,Leonard Wong,CCDS,Male,4.2
G-46,Team 6,442,Fiona Lim,SPMS,Female,4.1
G-46,Team 6,351,Sophie Johnson,CoB (NBS),Female,4.01
G-46,Team 6,160,Dante Huang,NIE,Male,4.09
G-46,Team 7,3421,Lianhua,CoB (NBS),Male,3.9
G-46,Team 7,5975,Nikita Alexeyev,CoB (NBS),Male,4.17
G-46,Team 7,5336,Isha Rao,SSS,Female,4.12
G-46,Team 7,1080,Rania Sulaiman,CCDS,Female,4.12
G-46,Team 7,3663,Cora Tsai,ADM,Female,3.96
G-46,Team 8,4409,Rakesh Nair,SBS,Male,3.9
G-46,Team 8,5543,Dahlia Li,SBS,Female,4.15
G-46,Team 8,2617,Kwan-Jin Park,CoE,Male,4.12
G-46,Team 8,3850,Shila Binti Zain,CoB (NBS),Female,4.0
G-46,Team 8,243,Elijah Scott,MAE,Male,4.11
G-46,Team 9,4371,Ashley Thompson,EEE,Female,3.91
G-46,Team 9,4529,Zane Huang,SoH,Male,4.14
G-46,Team 9,994,Haruna Ito,CCDS,Female,4.14
G-46,Team 9,4162,Yong Wei Tan,WKW SCI,Male,4.05
G-46,Team 9,3969,Nash Lee,CEE,Male,4.02
G-46,Team 10,4683,Shunwei,CCEB,Female,3.95
G-46,Team 10,5963,Rachael Chang,SBS,Female,4.14
G-46,Team 10,1597,Minghao,EEE,Male,4.02
G-46,Team 10,4636,Daniel Hall,CoB (NBS),Male,4.01
G-46,Team 10,4151,Madiha Bukhari,CCEB,Female,4.14
G-47,Team 1,2357,Emily Powell,SSS,Female,3.85
G-47,Team 1,2274,Sienna Allen,MAE,Female,4.22
G-47,Team 1,5005,Julian Bennett,SoH,Male,4.11
G-47,Team 1,3601,Noel Wu,NIE,Male,4.05
G-47,Team 1,4442,Kamal Nair,ASE,Male,4.06
G-47,Team 2,3866,Zeke Villanueva,CCDS,Male,3.86
G-47,Team 2,2487,Madison Baker,EEE,Female,4.22
G-47,Team 2,2227,Parker Cruz,MAE,Male,4.1
G-47,Team 2,2893,Eleanor Morales,CoB (NBS),Female,4.03
G-47,Team 2,5903,Scarlett Coleman,ADM,Female,4.1
G-47,Team 3,1687,Yoshio Suzuki,CoB (NBS),Male,3.88
G-47,Team 3,2100,David Wright,CoE,Male,4.22
G-47,Team 3,4900,Maddox Hughes,CCDS,Female,4.08
G-47,Team 3,2467,Nora Turner,SPMS,Female,4.03
G-47,Team 3,1275,Tanner Mendoza,MAE,Male,4.1
G-47,Team 4,5156,Sophia Wilson,CCDS,Female,3.9
G-47,Team 4,4413,Sakura Tanaka,CCEB,Female,4.2
G-47,Team 4,810,Tarun Khanna,EEE,Male,4.02
G-47,Team 4,1399,Rajiv Singh,MAE,Male,4.14
G-47,Team 4,2476,Zainab Ali,ASE,Female,4.03
G-47,Team 5,5359,Chris Young,CCDS,Male,3.91
G-47,Team 5,896,Fenny Widianti,EEE,Female,4.2
G-47,Team 5,4831,Subhash Yadav,CCEB,Male,4.05
G-47,Team 5,517,Willa Reed,SBS,Female,4.1
G-47,Team 5,5594,Naina Bhatia,CoE,Female,4.02
G-47,Team 6,770,Kiran Yadav,CoB (NBS),Male,3.91
G-47,Team 6,1504,Jett Liu,EEE,Male,4.19
G-47,Team 6,528,Rani Malik,SBS,Female,4.11
G-47,Team 6,2543,Chloe Ward,CCEB,Female,4.02
G-47,Team 6,5646,Leila Rahman,SSS,Female,4.01
G-47,Team 7,1681,Samuel White,WKW SCI,Male,3.91
G-47,Team 7,3773,Zeenat Malik,CoE,Female,4.18
G-47,Team 7,5460,Vivian Chen,CCDS,Female,4.12
G-47,Team 7,4804,Ethan Hall,CCEB,Male,4.03
G-47,Team 7,5057,Violet Simpson,SSS,Female,4.01
G-47,Team 8,4524,Lily Gonzalez,CoB (NBS),Female,3.92
